name,rarity,description,type
Ancient One of the Deep Forest,Common,his creature adopts the form of a white goat living in the forest but is actually a Forest Elder.,Monster
Dark Witch,Common,A popular creature in mythology that delivers fatal attacks with a sharp spear.,Monster
Weather Report,Common,FLIP: Destroys all opponents face-up Swords of Revealing Light on the field. If Swords of Revealing Light is destroyed you can perform your Battle Phase twice this turn (or next turn if it was activated during your opponents turn),Monster
Mechanical Snail,Common,A cyborg snail that travels at a slow pace,Monster
Giant Turtle Who Feeds On Flames,Common, A crimson-shelled tortoise that feeds on flames.,Monster
Liquid Beast,Common,A liquid life form that thrives on wate,Monster
Hiros Shadow Scout,Rare, FLIP: Your opponent draws 3 cards. Both players check the cards and any Magic Cards among them must be immediately discarded to the Graveyard.,Monster
High Tide Gyojin,Common,A very agile half-fish warrior known for its relentless attacks.,Monster
Invader of the Throne,Super Rare,FLIP: Select 1 opponents Monster and switch control of it with this card. This effect cannot be activated during the Battle Phase.,Monster
Whiptail Crow,Common,Attacks from the skies with a whip-like tail.,Monster
Slot Machine,Common,The machines ability is said to vary according to its slot results.,Monster
Relinquished,Ultra Rare,Select 1 Monster on your opponents side of the field and equip it to this card (this effect can only be used once per turn and you can equip 1 Monster at a time to this card). The ATK and DEF of this card become the same amounts as the Monster equipped to this card. If this card is destroyed as a result of battle the equipped Monster is destroyed instead and any battle damage your received from the battle is also inflicted to your opponents Life Points.,Monster
Red Archery Girl,Common, A mermaid archer that hides in a protective shell waiting for the right moment to strike.,Monster
Gravekeepers Servant,Common,Each time your opponent attacks with a Monster the opponent must send 1 card from the top of his/her Deck to the Graveyard.,Spell
Curse of Fiend,Common,Changes the battle position of all Attack Position Monsters on the field to Defense Position and vice-versa. These positions cannot be changed during the turn this card is activated except by the effect of a Magic Trap or Effect Monster Car,Spell
Upstart Goblin,Common,Draw 1 card from your Deck. Your opponent gains 1000 Life Points.,Spell
Toll,Common,As long as this card remains face-up on the field both you and your opponent must pay 500 Life Points per Monster to attack.,Spell
Final Destiny,Common,Discard 5 cards from your hand to destroy all the cards on the field.,Spell
Snatch Steal,Common,Take control of 1 of your opponents face-up Monsters. Your opponent gains 1000 Life Points at each of his/her Standby Phases.,Spell
Chorus of Sanctuary,Common,Increases the DEF of all Defense Position Monsters by 500 points.,Spell
Confiscation,Common,Pay 1000 Life Points to look at your opponents hand. Select one card and discard it to the Graveyard.,Spell
Delinquent Duo,Common,Pay 1000 Life Points. Randomly select and discard 1 card from your opponents hand. Your opponent then selects and discards another card from his/her hand.,Spell
Darkness Approaches,Common,Discard 2 cards from your hand. Select 1 face-up Monster and flip it face-down but do not change its battle position.,Spell
Fairys Hand Mirror,Common,Switch the opponents Magic Card effect that specifically designates 1 Monster as a target to another correctly targeted Monster.,Trap
Tailor of the Fickle,Common,Select 1 equipped Equip Card and switch it to another correct target.,Spell
Rush Recklessly,Rare,Increase 1 Monsters ATK by 700 points during the turn this card is activated.,Spell
The Reliable Guardian,Common,Increases 1 Monsters DEF by 700 points during the turn this card is activated.,Spell
The Forceful Sentry,Ultra Rare,Look at your opponents hand then select a card and return it to his/her Deck. The Deck is then shuffled.,Spell
Chain Energy,Common,As long as this card remains face-up on the field both you and your opponent must pay 500 Life Points per card to play or Set cards from your respective hands.,Spell
Mystical Space Typhoon,Ultra Rare,Destroy 1 Magic or Trap Card on the field.,Spell
Giant Trunade,Super Rare,Returns all Magic and Trap cards on the field to the respective owners hands.,Spell
Painful Choice,Super Rare,Select 5 cards from your Deck and show them to your opponent. Your opponent must select 1 card that will be added to your hand. Discard the remaining cards to the Graveyard.,Spell
Snake Fang,Common,Decrease 1 selected Monsters DEF by 500 points during the turn this card is activated.,Trap
Black Illusion Ritual,Super Rare,This card is used to Ritual Summon Relinquished. You must also offer Monsters whose total Level Stars equal 1 or more as a Tribute from the field or your hand.,Spell
Octoberser,Common,With the head of a fish and the legs of an octopus this strange creature attacks enemies by flinging spears.,Monster
Psychic Kappa,Common,An amphibian with a myriad of powers to shield it from enemy attacks.,Monster
Horn of the Unicorn,Rare,A Monster equipped with this card increases its ATK and DEF by 700 points. When this card is sent from the field to the Graveyard it returns to the top of your Deck.,Spell
Labyrinth Wall,Common,These walls form a labyrinth with no exit for enemies.,Monster
Wall Shadow,Common,You cannot Normal Summon this Monster. This card can only be Special Summoned by offering Labyrinth Wall equipped with Magical Labyrinth as a Tribute. No other Tribute Monsters are required,Monster
Twin Long Rods #2,Common,An amphibious creature with two whip-like tails,Monster
Stone Ogre Grotto,Common,A behemoth shaped by giant boulders.,Monster
Magical Labyrinth,Common,Equip Labyrinth Wall with this card. If you offer Labyrinth Wall equipped with this card as a Tribute you can Special Summon Wall Shadow from your Deck.,Spell
Eternal Rest,Common,Destroys all Monsters equipped with Equip Cards.,Spell
Megamorph,Ultra Rare,If your Life Points are lower than your opponents the original ATK of a Monster equipped with this card is doubled. If your Life Points are higher the original ATK is halved.,Spell
Commencement Dance,Common,This card is used to Ritual Summon Performance of Sword. You must also offer Monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.,Spell
Hamburger Recipe,Common,This card is used to Ritual Summon Hungry Burger. You must also offer Monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.,Spell
House of Adhesive Tape,Common,If the DEF of a Monster summoned by your opponent (excluding Special Summon) is 500 points or less the Monster is destroyed.,Trap
Eatgaboon,Common,If the ATK of a Monster summoned by your opponent (excluding Special Summon) is 500 points or less the Monster is destroyed.,Trap
Turtle Oath,Common,This card is used to Ritual Summon Crab Turtle. You must also offer Monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.,Spell
Performance of Sword,Common,This Monster can only be Ritual Summoned with the Ritual Magic Card Commencement Dance. You must also offer Monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.,Monster
Hungry Burger,Common,This Monster can only be Ritual Summoned with the Ritual Magic Card Hamburger Recipe. You must also offer Monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.,Monster
Crab Turtle,Common, This Monster can only be Ritual Summoned with the Ritual Magic Card Turtle Oath. You must also offer Monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.,Monster
Ryu-Ran,Common,A vicious little dragon sheltered in an egg that looks deceptively harmless.,Monster
Manga Ryu-Ran,Rare,This card cannot be Normal Summoned or Set. This card can only be Special Summoned while Toon World is on your side of the field. You can Special Summon this Monster from your hand but Tributes are required for Monsters Level 5 or more. This card cannot attack in the turn that it is summoned. Unless you pay 500 Life Points this Monster cannot attack. When Toon World on the field is destroyed this card is also destroyed. If your opponent doesnt control a Toon Monster this card can attack your opponents Life Points directly. If a face-up Toon Monster is on your opponents side of the field  you must select the Toon Monster as an attack target.,Monster
Toon Mermaid,Ultra Rare,This card cannot be Normal Summoned or Set. This card can only be Special Summoned while Toon World is on your side of the field. You can Special Summon this Monster from your hand but Tributes are required for Monsters Level 5 or more. This card cannot attack in the turn that it is summoned. Unless you pay 500 Life Points this Monster cannot attack. When Toon World on the field is destroyed this card is also destroyed. If your opponent doesnt control a Toon Monster this card can attack your opponents Life Points directly. If a face-up Toon Monster is on your opponents side of the field  you must select the Toon Monster as an attack target.,Monster
Toon Summoned Skull,Ultra Rare,"Archfiend Card
This card cannot be Normal Summoned or Set. This card can only be Special Summoned while Toon World is on your side of the field. You can Special Summon this Monster from your hand but Tributes are required for Monsters Level 5 or more. This card cannot attack in the turn that it is summoned. Unless you pay 500 Life Points this Monster cannot attack. When Toon World on the field is destroyed this card is also destroyed. If your opponent doesnt control a Toon Monster this card can attack your opponents Life Points directly. If a face-up Toon Monster is on your opponents side of the field  you must select the Toon Monster as an attack target.",Monster
Jigen Bakudan,Common, FLIP: After this card is flipped offer it as a Tribute during your Standby Phase to destroy all Monsters on your side of the field and inflict Direct Damage equal to half of the total ATK of the destroyed cards (excluding this Monster),Monster
Hyozanryu,Rare, A dragon created from a massive diamond that sparkles with blinding light.,Monster
