name,rarity,description,type
Dunedain Cache,,"Attach to a hero. Attached hero gains ranged.
Action: Pay 1 resource from attached heros pool to attach Dunedain Cache to another hero.",Attachment
Vassal of the Windlord,,"Vassal of the Windlord cannot have restricted attachments.
Forced: After an attack in which Vassal of the Windlord attacked resolves. discard Vassal of the Windlord from play.",Ally
Song of Mocking,,"Attach to a hero.
Action: Exhaust Song of Mocking to choose another hero.  Until the end of the phase. attached hero takes all damage assigned to the chosen hero.",Attachment
Elfhelm,,"While Elfhelm is ready. he gains:""Response: After your threat is raised as the result of questing unsuccessfully. or by an encounter or quest card effect. reduce your threat by 1.""",Ally
We Do Not Sleep,,Action: Until the end of the phase. Rohan characters do not exhaust to commit to quests.,Event
Silvan Tracker,,Response: After a Silvan character readies during the refresh phase. heal 1 damage from that character.,Ally
Fast Hitch,,"Attach to a Hobbit character.
Action: Exhaust Fast Hitch to ready attached character.",Attachment
Song of Battle,,Attach to a hero. Attached hero gains a Tactics resource icon.,Attachment
Into the Marshes,,"Side A: Setup: Search the encounter deck for Gollum. and add it to the staging area.  Shuffle the encounter deck. then reveal 1 card per player from the encounter deck and add it to the staging area.  Side B: none.",Quest
The Capture,,"Side A: none.  Side B: Forced: After this stage is defeated. the first player chooses a player.  That player must pass an Escape test. dealing 1 card from the encounter deck for each resource token on Gollum. to capture him.  If Gollum is not captured at this time. reset the quest deck to stage 1B.
If this final Escape test is passed. the players have captured Gollum and won the game.",Quest
Gollum,,If Gollum ever has 8 or more resource tokens on him. shuffle him back into the encounter deck. Forced: At the end of the quest phase. the party must make an escape test. dealing 1 card per player from the encounter deck. If this test is failed. place 2 resource tokens on Gollum.,Objective
A Wisp of Pale Sheen,,When Revealed: Place 2 resource tokens on Gollum. Any player may exhaust a Lore hero to reduce this effect to 1 resource token.,Treachery
Nightfall,,When Revealed: The first player makes an escape test. dealing 2 cards from the encounter deck. If this test is failed. place 1 resource token on Gollum and raise each players threat by 2. Escape: 2,Treachery
Through the Mist,,When Revealed: The first player makes an escape test counting Attack instead of Willpower. dealing 2 cards from the encounter deck. If this test is failed. place 1 resource token on Gollum and raise each players threat by 1. Escape: 3,Treachery
The Lights of the Dead,,When Revealed: Each player must make an escape test. dealing 2 cards from the encounter deck for each test. Each player that fails this test places 1 resource token on Gollum. and raises his threat by 1. Escape: 5,Treachery
Giant Marsh Worm,,Forced: Remove 2 damage from Giant Marsh Worm at the end of each round. Escape: 2,Enemy
Impassable Bog,,When Revealed: Place 1 resource token on Gollum for each location card in the staging area. Escape 2.,Location
The Heart of the Marshes,,While The Heart of the Marshes is the active location. all cards dealt from the encounter deck for escape tests get +1 Escape. (Cards receive this bonus even if they do not have a printed escape value.) Escape: 1,Location
Fens and Mires,,Forced: After the players travel to this location. place 1 resource token on Gollum. Escape: 2,Location
Dain Ironfoot,Unique,While Dain Ironfoot is ready. Dwarf characters get +1 Attack and +1 Willpower.,Hero
Dunedain Signal,,"Attach to a hero. Attached hero gains sentinel.
Action: Pay 1 resource from attached heros pool to attach Dunedains Signal to another hero.",Attachment
Dawn Take You All,,"Play after shadow cards have been dealt. before any attacks have resolved.
Combat Action: Each player may choose and discard 1 facedown shadow card from an enemy with which he is engaged.",Event
Eagles of the Misty Mountains,,"Eagles of the Misty Mountains cannot have restricted attachments.  Eagles of the Misty Mountains gets +1 Attack and +1 Defense for each facedown attachment it has.
Response: After another Eagle character leaves play. you may attach that card facedown to Eagles of the Misty Mountains.",Ally
Support of the Eagles,,"Attach to a Tactics hero.
Action: Exhaust Support of the Eagles to choose an Eagle ally.  Until the end of the phase. attached hero adds that allys Attack or Defense (choose 1) to its own.",Attachment
West Road Traveller,,Response: After you play West Road Traveller from your hand. switch the active location with any other location in the staging area.,Ally
Astonishing Speed,,Action: Until the end of the phase. all Rohan characters get +2 Willpower.,Event
Mirkwood Runner,,While Mirkwood Runner is attacking alone. the defending enemy does not count its Defense.,Ally
Rumour from the Earth,,Action: Look at the top card of the encounter deck.  Then. you may pay 1 Lore resource to return Rumour from the Earth to your hand.,Event
Shadow of the Past,,Action: Move the top card of the encounter discard pile to the top of the encounter deck.,Event
Through the Forest,,"Side A: Setup: Search the encounter deck for Gollum.  Choose a player to guard Gollum at the start of the game. and place Gollum in front of that player.  Then shuffle the encounter deck.  Reveal 1 card per player from the encounter deck. and add it to the staging area.
Side B: none.",Quest
Escape Attempt,,"Side A: none.
Side B: The player guarding Gollum cannot commit characters to this quest (unless he is the only player remaining in the game).
If the players quest unsuccessfully. Gollum escapes and the players have lost the game.",Quest
To the Elvin Kings Halls,,"Side A: none.
Side B: The player guarding Gollum cannot play cards from his hand.",Quest
Ambush,,"Side A: none.
Side B: Forced: At the beginning of the combat phase. all enemies in play engage the player guarding Gollum.
Players cannot defeat this stage if there are any enemies in play.  If players defeat this stage. they have won the game.",Quest
Gollum,,"Damage from undefended attacks against you must be dealt to Gollum. If Gollum is destroyed. or if the player guarding Gollum is eliminated. the players have lost the game.
Forced: At the end of each round. raise the threat of the player guarding Gollum by 3. Then. than player may choose a new player to guard Gollum.",Objective - Ally
The Spiders Ring,,While The Spiders Ring is the active location. the player guarding Gollum cannot change.,Location
Dry Watercourse,,While Dry Watercourse is the active location. all treachery card effects that target the player guarding Gollum also target each other player.,Location
Woodmans Glade,,"Travel: The player guarding Gollum must exhaust a hero he controls to travel to Woodmans Glade.
Response: After exploring Woodmans Glade. reduce the threat of each player not guarding Gollum by 2.",Location
Wood Elf Path,,Response: After the players travel to Wood Elf Path. the player guarding Gollum may choose a new player to guard him.,Location
Gollums Anguish,,When Revealed: Raise the threat of the player guarding Gollum by 8. That player must choose a new player to guard Gollum. if able.,Treachery
Gollums Bite,,When Revealed: Deal 4 damage to a hero controlled by the player guarding Gollum. That player must choose a new player to guard Gollum. if able.,Treachery
Wasted Provisions,,When Revealed: Discard the top 10 cards from the deck of the player guarding Gollum. That player must choose a new player to guard Gollum. if able.,Treachery
Mirkwood Bats,,Forced: After Mirkwood Bats engages a player. deal 1 damage to each character controlled by the player guarding Gollum.,Enemy
Attercop. Attercop,,Forced: At the beginning of the encounter phase. Attercop. Attercop automatically engages the player guarding Gollum. regardless of his threat.,Enemy
Dwalin,Unique,Response: After Dwalin attacks and destroys an Orc enemy. lower your threat by 2.,Hero
Bifur,Unique,Action: Pay 1 resource from a heros resource pool to add 1 resource to Bifurs resource pool. Any player may trigger this ability. (Limit once per round.),Hero
Narvis Belt,Unique,Attach to a Dwarf hero. Action: Exhaust Narvis Belt to give attached hero a resource icon of your choice until the end of the phase.,Attachment
Durins Song,,Action: Choose a Dwarf hero.  That hero gets +2 Willpower. +2 Attack. and +2 Defense until the end of the round.,Event
Ever Onward,,Response: After players quest unsuccessfully. choose a player.  That player does not raise his threat.,Event
